user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
For the `wallets` table: Ensure the number of rows is between 10 and 500 and the `wallet_address` column matches the Ethereum address format.,"expect_table_row_count_to_be_between(min_value=10, max_value=500),expect_column_values_to_match_regex(column=""wallet_address"", regex=r""^0x[a-fA-F0-9]{40}$"")","expect_table_row_count_to_be_between(min_value=10, max_value=500),expect_column_values_to_match_regex(column=""wallet_address"", regex=r""^0x[a-fA-F0-9]{40}$"")  # Replace 0x with your actual regex pattern.",0.8955223880597014,0.8923076923076924,0.8955223880597014,87.40928659083986
Ensure the `device_id` column contains unique values and that no entries are null.,"expect_column_values_to_be_unique(column=""device_id""),expect_column_values_to_not_be_null(column=""device_id"")","expect_column_values_to_be_unique(column=""device_id""),expect_column_values_to_not_be_null(column=""device_id"")",1.0,1.0,1.0,100.00000000000004
"For the `forecast_date`, ensure the field matches the type 'date' and is formatted as 'YYYY-MM-DD'.","expect_column_values_to_be_of_type(column=""forecast_date"", type_=""date""),expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d"")","expect_column_values_to_be_of_type(column=""forecast_date"", type_=""date""),expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d"")",1.0,1.0,1.0,100.00000000000004
Validate that the `post_creation_date` column must not contain future dates. Ensure all values are of type 'date'.,"expect_column_values_to_be_dateutil_parseable(column=""post_creation_date""),expect_column_values_to_be_between(column=""post_creation_date"", min_value=""1900-01-01"", max_value=""today"")","expect_column_values_to_be_of_type(column=""post_creation_date"", type_=""date""),expect_column_values_to_be_between(column=""post_creation_date"", min_value=""1900-01-01"", max_value=""today"")",0.9,0.8620689655172413,0.9,84.05168646170581
For the `humidity` field: Validate that values are percentages within the range of 0 to 100.,"expect_column_values_to_be_between(column=""humidity"", min_value=0, max_value=100)","expect_column_values_to_be_between(column=""humidity"", min_value=0, max_value=100)",1.0,1.0,1.0,100.00000000000004
"Verify that the `distance_travelled` column values are positive and do not exceed 1,000 kilometers.","expect_column_values_to_be_between(column=""distance_travelled"", min_value=0, max_value=1000)","expect_column_values_to_be_between(column=""distance_travelled"", min_value=0, max_value=1000)",1.0,1.0,1.0,100.00000000000004
In the `interest_rate` column: Ensure that all values are of type 'float' and fall between 0.0 and 0.2. Check for unique values and no missing entries.,"expect_column_values_to_be_of_type(column=""interest_rate"", type_=""float""),expect_column_values_to_be_between(column=""interest_rate"", min_value=0.0, max_value=0.2),expect_column_values_to_be_unique(column=""interest_rate""),expect_column_values_to_not_be_null(column=""interest_rate"")","expect_column_values_to_be_of_type(column=""interest_rate"", type_=""float""),expect_column_values_to_be_between(column=""interest_rate"", min_value=0.0, max_value=0.2),expect_column_values_to_be_unique(column=""interest_rate""),expect_column_values_to_not_be_null(column=""interest_rate"")  # Note: This assumes that there are no null values in the dataset. If there are, you may need to modify this expectation accordingly.",0.8067226890756303,0.8034188034188035,0.8067226890756303,78.8662181163007
"For field 'fee': Ensure the field can be null. If present, validate that the field matches the type 'float' and is greater than or equal to zero.","expect_column_values_to_be_null(column=""fee""),expect_column_values_to_be_of_type(column=""fee"", type_=""float""),expect_column_values_to_be_between(column=""fee"", min_value=0, max_value=None)","expect_column_values_to_be_of_type(column=""fee"", type_=""float""),expect_column_values_to_be_between(column=""fee"", min_value=0)",0.8,0.7924528301886793,0.8,60.90070796959311
For field 'measurement_value': Ensure values are of type 'float'. Ensure there are no missing values. The standard deviation of the measurement values should not exceed 5.,"expect_column_values_to_be_of_type(column=""measurement_value"", type_=""float""),expect_column_values_to_not_be_null(column=""measurement_value""),expect_column_stdev_to_be_between(column=""measurement_value"", min_value=0, max_value=5)","expect_column_values_to_be_of_type(column=""measurement_value"", type_=""float""),expect_column_values_to_not_be_null(column=""measurement_value""),expect_column_stdev_to_be_between(column=""measurement_value"", min_value=0, max_value=5)",1.0,1.0,1.0,100.00000000000004
"Validate that the `likes_count` column contains integer values greater than or equal to zero, with no missing values.","expect_column_values_to_be_of_type(column=""likes_count"", type_=""int""),expect_column_values_to_not_be_null(column=""likes_count""),expect_column_values_to_be_between(column=""likes_count"", min_value=0)","expect_column_values_to_be_between(column=""likes_count"", min_value=0),expect_column_values_to_not_be_null(column=""likes_count"")",0.7857142857142858,0.7407407407407407,0.6428571428571428,53.32662812901265
For field 'transaction_hash': Ensure the field matches the type 'string'. Ensure all values in (transaction_hash) match the regex pattern '^[0-9a-fA-F]{64}$'. Ensure this field exists.,"expect_column_to_exist(column=""transaction_hash""),expect_column_values_to_be_of_type(column=""transaction_hash"", type_=""string""),expect_column_values_to_match_regex(column=""transaction_hash"", regex=r""^[0-9a-fA-F]{64}$"")","expect_column_to_exist(column=""transaction_hash""),expect_column_values_to_be_of_type(column=""transaction_hash"", type_=""string""),expect_column_values_to_match_regex(column=""transaction_hash"", regex=r""^[0-9a-fA-F]{64}$"")  # Note: This regex matches hexadecimal strings of length 64.",0.8860759493670886,0.8831168831168831,0.8860759493670886,87.16380470378529
"Ensure the standard deviation of the `data_accuracy` column does not exceed 5%, indicating reliability in Research and Data Analysis.","expect_column_stdev_to_be_between(column=""data_accuracy"", min_value=0, max_value=0.05)","expect_column_stdev_to_be_between(column=""data_accuracy"", min_value=0, max_value=0.05)",1.0,1.0,1.0,100.00000000000004
"In the `elections` dataset: Ensure the `election_date` field is of type 'date' and falls within the range of `['2020-01-01', '2023-12-31']`.","expect_column_values_to_be_of_type(column=""election_date"", type_=""date""),expect_column_values_to_be_between(column=""election_date"", min_value='2020-01-01', max_value='2023-12-31')","expect_column_values_to_be_of_type(column=""election_date"", type_=""date""),expect_column_values_to_be_between(column=""election_date"", min_value=""2020-01-01"", max_value=""2023-12-31"")",1.0,1.0,1.0,81.46475724503162
"Ensure the `customer_status` column has no null values and only contains values from the set `['Active', 'Inactive']`.","expect_column_values_to_not_be_null(column=""customer_status""),expect_column_values_to_be_in_set(column=""customer_status"", value_set=['Active', 'Inactive'])","expect_column_values_to_not_be_null(column=""customer_status""),expect_column_values_to_be_in_set(column=""customer_status"", value_set=['Active', 'Inactive'])",1.0,1.0,1.0,100.00000000000004
Validate that the `patient_email` and `author_email` fields do not contain any duplicated email addresses across both domains.,"expect_column_pair_values_to_be_unique(column_a=""patient_email"", column_b=""author_email"")","expect_column_values_to_be_unique(column=""patient_email""),expect_column_values_to_be_unique(column=""author_email"")",0.7272727272727272,0.45161290322580644,0.7272727272727272,54.347733354848714
For table 'customer_feedback': Ensure the column 'feedback_score' exists. Ensure values in 'feedback_score' are within the range of 1 to 10.,"expect_column_to_exist(column=""feedback_score""),expect_column_values_to_be_between(column=""feedback_score"", min_value=1, max_value=10)","expect_column_to_exist(column=""feedback_score""),expect_column_values_to_be_between(column=""feedback_score"", min_value=1, max_value=10)",1.0,1.0,1.0,100.00000000000004
For field 'product_id': Ensure this field exists. Ensure the field matches the type 'integer'. Validate that all values in 'product_id' are unique and cannot be null.,"expect_column_to_exist(column=""product_id""),expect_column_values_to_be_of_type(column=""product_id"", type_=""integer""),expect_column_values_to_not_be_null(column=""product_id""),expect_column_values_to_be_unique(column=""product_id"")","expect_column_to_exist(column=""product_id""),expect_column_values_to_be_of_type(column=""product_id"", type_=""int""),expect_column_values_to_be_unique(column=""product_id""),expect_column_values_to_not_be_null(column=""product_id"")",0.9736842105263158,0.9459459459459459,0.8947368421052632,97.15003449158377
For the `client_id` field: Ensure this column exists and contains integer values that are unique across the dataset.,"expect_column_to_exist(column=""client_id""),expect_column_values_to_be_unique(column=""client_id""),expect_column_values_to_be_of_type(column=""client_id"", type_=""int"")","expect_column_to_exist(column=""client_id""),expect_column_values_to_be_of_type(column=""client_id"", type_=""int""),expect_column_values_to_be_unique(column=""client_id"")",1.0,0.9629629629629629,0.8214285714285714,99.60706509325644
For the 'weather_forecast' table: Check that the number of rows is equal to 7. Ensure this table is present in the dataset.,"expect_table_row_count_to_equal(table=""weather_forecast"", value=7),expect_table_columns_to_match_set(table=""weather_forecast"")","expect_table_to_exist(table=""weather_forecast""),expect_table_row_count_to_equal(table=""weather_forecast"", value=7)",0.8947368421052632,0.7222222222222222,0.631578947368421,81.06207820557262
"Check that the `threat_level` column contains values from the defined set `['low', 'medium', 'high']`.","expect_column_values_to_be_in_set(column=""threat_level"", value_set=['low', 'medium', 'high'])","expect_column_values_to_be_in_set(column=""threat_level"", value_set=['low','medium', 'high'])",1.0,1.0,1.0,100.00000000000004
"Check that the values in the `research_category` column belong to the approved set: `['Biology', 'Chemistry', 'Physics', 'Social Sciences']`.","expect_column_values_to_be_in_set(column=""research_category"", value_set=['Biology', 'Chemistry', 'Physics', 'Social Sciences'])","expect_column_values_to_be_in_set(column=""research_category"", value_set=['Biology', 'Chemistry', 'Physics', 'Social Sciences'])",1.0,1.0,1.0,100.00000000000004
"Ensure the `participant_age` column has a mean value between 18 and 65, and contains no null values.","expect_column_mean_to_be_between(column=""participant_age"", min_value=18, max_value=65),expect_column_values_to_not_be_null(column=""participant_age"")","expect_column_mean_to_be_between(column=""participant_age"", min_value=18, max_value=65),expect_column_values_to_not_be_null(column=""participant_age"")",1.0,1.0,1.0,100.00000000000004
Ensure the Kullback-Leibler divergence between the `transaction_fee` distribution and the expected fee distribution is below 0.1.,"expect_column_kl_divergence_to_be_less_than(column=""transaction_fee"", threshold=0.1)","expect_multicolumn_stdev_to_be_between(column_list=[""transaction_fee""], min_value=0.0, max_value=0.1)",0.5,0.20000000000000004,0.5,27.434065146872857
Validate that the `order_id` column exists and contains unique values.,"expect_column_to_exist(column=""order_id""),expect_column_values_to_be_unique(column=""order_id"")","expect_column_to_exist(column=""order_id""),expect_column_values_to_be_unique(column=""order_id"")  # Replace with actual column names.",0.8648648648648648,0.8571428571428571,0.8648648648648648,83.51687327897677
"Check that the `genre` column adheres to a predefined list of genres: `['Action', 'Adventure', 'RPG']` and has no duplicates.","expect_column_values_to_be_in_set(column=""genre"", value_set=['Action', 'Adventure', 'RPG']),expect_column_values_to_be_unique(column=""genre"")","expect_column_values_to_be_in_set(column=""genre"", value_set=['Action', 'Adventure', 'RPG']),expect_column_values_to_be_unique(column=""genre"")  # This expectation will fail if there are duplicate values in the column.",0.7857142857142858,0.7777777777777778,0.7857142857142858,77.94494986916021
"For the `salary` column, ensure no missing values exist and that all entries fall within the range of $30,000 to $200,000.","expect_column_values_to_not_be_null(column=""salary""),expect_column_values_to_be_between(column=""salary"", min_value=30000, max_value=200000)","expect_column_values_to_not_be_null(column=""salary""),expect_column_values_to_be_between(column=""salary"", min_value=30000, max_value=200000)",1.0,1.0,1.0,100.00000000000004
"In the `election_results` table, verify that the `votes_cast` field contains only non-negative integers and that total votes are within a valid range based on the registered voter count.","expect_column_values_to_be_of_type(column=""votes_cast"", type_=""int""),expect_column_values_to_be_between(column=""votes_cast"", min_value=0, max_value=None),expect_column_sum_to_be_between(column=""votes_cast"", min_value=0, max_value=registered_voter_count)","expect_column_values_to_be_between(column=""votes_cast"", min_value=0, max_value=None),expect_column_sum_to_be_between(column=""votes_cast"", min_value=0, max_value=registered_voter_count)  # Replace registered_voter_count with the actual registered voter count.",0.7441860465116279,0.7380952380952381,0.7441860465116279,68.78762960070931
"For the `match_date` column, ensure that all dates are in increasing order without any duplicates.","expect_column_values_to_be_increasing(column=""match_date""),expect_column_values_to_be_unique(column=""match_date"")","expect_column_values_to_be_increasing(column=""match_date""),expect_column_values_to_be_unique(column=""match_date"")",1.0,1.0,1.0,100.00000000000004
Ensure the `admission_date` and `discharge_date` columns are formatted as `YYYY-MM-DD` and that `discharge_date` is after `admission_date`.,"expect_column_values_to_match_strftime_format(column=""admission_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_match_strftime_format(column=""discharge_date"", strftime_format=""%Y-%m-%d""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""discharge_date"", column_B=""admission_date"")","expect_column_values_to_match_strftime_format(column=""admission_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_match_strftime_format(column=""discharge_date"", strftime_format=""%Y-%m-%d""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""discharge_date"", column_B=""admission_date"")  # Note: This assumes that the ""discharge_date"" column is in the same table as the ""admission_date"" column. If they are in separate tables, you may need to modify this expectation accordingly.",0.7499999999999999,0.7460317460317459,0.7499999999999999,71.98519520732496
For field 'user_rating': Ensure the field is required (not null). Ensure the field matches the type 'float'. Ensure values are between 0.0 and 10.0.,"expect_column_values_to_not_be_null(column=""user_rating""),expect_column_values_to_be_of_type(column=""user_rating"", type_=""float""),expect_column_values_to_be_between(column=""user_rating"", min_value=0.0, max_value=10.0)","expect_column_values_to_not_be_null(column=""user_rating""),expect_column_values_to_be_of_type(column=""user_rating"", type_=""float""),expect_column_values_to_be_between(column=""user_rating"", min_value=0.0, max_value=10.0)",1.0,1.0,1.0,100.00000000000004
"Ensure the `status` column in the `orders` table contains only values from the set `['Pending', 'Shipped', 'Delivered']`.","expect_column_values_to_be_in_set(column=""status"", value_set=['Pending', 'Shipped', 'Delivered'])","expect_column_values_to_be_in_set(column=""status"", value_set=['Pending', 'Shipped', 'Delivered'])",1.0,1.0,1.0,100.00000000000004
Ensure the `assigned_attorney` column has unique values and matches the list of valid attorneys in the `attorney_list`.,"expect_column_values_to_be_unique(column=""assigned_attorney""),expect_column_values_to_be_in_set(column=""assigned_attorney"", value_set=attorney_list)","expect_column_values_to_be_unique(column=""assigned_attorney""),expect_column_values_to_be_in_set(column=""assigned_attorney"", value_set=attorney_list)",1.0,1.0,1.0,100.00000000000004
"For the `response_time` column, validate that all entries are positive integers representing milliseconds.","expect_column_values_to_be_of_type(column=""response_time"", type_=""int""),expect_column_values_to_be_between(column=""response_time"", min_value=1, max_value=None)","expect_column_values_to_be_of_type(column=""response_time"", type_=""int""),expect_column_values_to_be_between(column=""response_time"", min_value=1, max_value=None),expect_column_values_to_be_of_type(column=""response_time"", type_=""int""),expect_column_values_to_be_between(column=""response_time"", min_value=1, max_value=None)  # Note: This is a combination of multiple expectations.  -->",0.6067415730337078,0.5977011494252873,0.6067415730337078,44.31626126026481
For the `vehicle_logs`: Ensure that `mileage` is greater than or equal to zero. Validate that `vehicle_id` and `driver_id` combinations are unique.,"expect_column_values_to_be_between(column=""mileage"", min_value=0),expect_column_pair_values_to_be_unique(column_A=""vehicle_id"", column_B=""driver_id"")","expect_column_values_to_be_between(column=""mileage"", min_value=0),expect_compound_columns_to_be_unique(column_A=""vehicle_id"", column_B=""driver_id"")",0.9411764705882353,0.8571428571428572,0.9411764705882353,89.06377170337073
"Validate that the `policy_start_date` and `policy_end_date` columns are in chronological order, with `policy_end_date` always after `policy_start_date`.","expect_column_pair_values_A_to_be_greater_than_B(column_A=""policy_end_date"", column_B=""policy_start_date"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""policy_end_date"", column_B=""policy_start_date"")",1.0,1.0,1.0,100.00000000000004
"For the `position` column: Ensure values match at least one pattern from the list `['Forward', 'Midfielder', 'Defender', 'Goalkeeper']`.","expect_column_values_to_be_in_set(column=""position"", value_set=['Forward', 'Midfielder', 'Defender', 'Goalkeeper'])","expect_column_values_to_be_in_set(column=""position"", value_set=['Forward', 'Midfielder', 'Defender', 'Goalkeeper'])",1.0,1.0,1.0,100.00000000000004
"For the `performance_rating`: Ensure values are from the set `['Excellent', 'Good', 'Average', 'Poor']` and no missing values exist.","expect_column_values_to_be_in_set(column=""performance_rating"", value_set=['Excellent', 'Good', 'Average', 'Poor']),expect_column_values_to_not_be_null(column=""performance_rating"")","expect_column_values_to_be_in_set(column=""performance_rating"", value_set=['Excellent', 'Good', 'Average', 'Poor']),expect_column_values_to_not_be_null(column=""performance_rating"")",1.0,1.0,1.0,100.00000000000004
"For field `game_platform`: Validate that entries belong to the set `['PC', 'Console', 'Mobile']`.","expect_column_values_to_be_in_set(column=""game_platform"", value_set=['PC', 'Console', 'Mobile'])","expect_column_values_to_be_in_set(column=""game_platform"", value_set=['PC', 'Console', 'Mobile'])",1.0,1.0,1.0,100.00000000000004
Ensure the `stock_quantity` column values are greater than or equal to 0.,"expect_column_values_to_be_between(column=""stock_quantity"", min_value=0, max_value=None)","expect_column_values_to_be_between(column=""stock_quantity"", min_value=0)",0.888888888888889,0.88,0.888888888888889,76.89513513919825
Ensure that the `customer_feedback` column does not exceed 500 characters and is not null.,"expect_column_value_lengths_to_be_between(column=""customer_feedback"", min_value=0, max_value=500),expect_column_values_to_not_be_null(column=""customer_feedback"")","expect_column_value_lengths_to_be_between(column=""customer_feedback"", min_value=0, max_value=500),expect_column_values_to_not_be_null(column=""customer_feedback"")",1.0,1.0,1.0,100.00000000000004
Check that the `email` field contains valid email formats and does not have any duplicates.,"expect_column_values_to_match_regex(column=""email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$""),expect_column_values_to_be_unique(column=""email"")","expect_column_values_to_match_regex(column=""email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_be_unique(column=""email"")  # Note: This expectation may not be applicable depending on the requirements.",0.7777777777777778,0.7307692307692307,0.7777777777777778,79.20316514910405
"For the field 'feedback_comments': Ensure this field can accept null values, but when present, the length of the string must be between 10 and 500 characters.","expect_column_value_lengths_to_be_between(column=""feedback_comments"", min_value=10, max_value=500),expect_column_values_to_be_null(column=""feedback_comments"")","expect_column_values_to_be_null(column=""feedback_comments""),expect_column_value_lengths_to_be_between(column=""feedback_comments"", min_value=10, max_value=500)",1.0,0.9583333333333334,0.64,98.55383616872882
For field 'election_date': Ensure this field cannot be null. Ensure the type is 'date'. Validate that all election dates are in the future or today.,"expect_column_values_to_not_be_null(column=""election_date""),expect_column_values_to_be_of_type(column=""election_date"", type_=""date""),expect_column_values_to_be_in_set(column=""election_date"", value_set=[date.today()])  # This is a placeholder; you would need to implement the logic to validate future dates.","expect_column_values_to_not_be_null(column=""election_date""),expect_column_values_to_be_of_type(column=""election_date"", type_=""date""),expect_column_values_to_be_between(column=""election_date"", min_value=""today"", max_value=""today"")",0.7272727272727273,0.6511627906976745,0.7272727272727273,67.1836143886719
For field `citizen_id`: Ensure the field is required (not null). Ensure values in `citizen_id` are unique across the dataset.,"expect_column_values_to_not_be_null(column=""citizen_id""),expect_column_values_to_be_unique(column=""citizen_id"")","expect_column_values_to_not_be_null(column=""citizen_id""),expect_column_values_to_be_unique(column=""citizen_id"")  # Replace with actual column names.",0.8837209302325582,0.878048780487805,0.8837209302325582,85.5586855033479
For field 'game_id': Ensure the field is required (not null). Ensure all game IDs are unique and of type 'integer'.,"expect_column_values_to_not_be_null(column=""game_id""),expect_column_values_to_be_unique(column=""game_id""),expect_column_values_to_be_of_type(column=""game_id"", type_=""int"")","expect_column_values_to_not_be_null(column=""game_id""),expect_column_values_to_be_unique(column=""game_id""),expect_column_values_to_be_of_type(column=""game_id"", type_=""int"")",1.0,1.0,1.0,100.00000000000004
"For the `category` field: Validate that all entries match one of the predefined categories: `['Electronics', 'Clothing', 'Home']`.","expect_column_values_to_be_in_set(column=""category"", value_set=['Electronics', 'Clothing', 'Home'])","expect_column_values_to_be_in_set(column=""category"", value_set=['Electronics', 'Clothing', 'Home'])",1.0,1.0,1.0,100.00000000000004
Verify that the `shipment_date` is not later than the `order_date` to maintain logical consistency.,"expect_column_pair_values_A_to_be_less_than_B(column_A=""shipment_date"", column_B=""order_date"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""shipment_date"", column_B=""order_date"")",0.9444444444444444,0.8823529411764706,0.9444444444444444,93.36510695862633
For fields `city` and `date`: Ensure the combination is unique across all records.,"expect_compound_columns_to_be_unique(column_list=[""city"", ""date""])","expect_compound_columns_to_be_unique(column_A=""city"", column_B=""date"")",0.8181818181818182,0.6,0.8181818181818182,62.40356826033472
Check that the distribution of `view_count` follows a normal distribution with a p-value greater than 0.05 in the KS test.,"expect_column_parameterized_distribution_ks_test_p_value_to_be_greater_than(column=""view_count"", threshold=0.05)","expect_column_kst_test_p_value_to_be_greater_than(column=""view_count"", threshold=0.05)",0.8823529411764706,0.8125,0.8823529411764706,80.81115699296404
For field 'firmware_version': Ensure the field matches the type 'text'. Ensure the firmware version follows the semantic versioning format (MAJOR.MINOR.PATCH).,"expect_column_values_to_be_of_type(column=""firmware_version"", type_=""text""),expect_column_values_to_match_regex(column=""firmware_version"", regex=r""^\d+\.\d+\.\d+$"")","expect_column_values_to_be_of_type(column=""firmware_version"", type_=""text""),expect_column_values_to_match_regex(column=""firmware_version"", regex=r""^(\d+\.)?(\d+\.)?(\d+)$"")  # Regex for semantic versioning.",0.9285714285714286,0.9259259259259259,0.9285714285714286,75.75869716691415
For the `points_scored` column: Ensure the sum of values is greater than 1000 and that no value is negative.,"expect_column_sum_to_be_between(column=""points_scored"", min_value=1000),expect_column_values_to_be_between(column=""points_scored"", min_value=0)","expect_column_sum_to_be_between(column=""points_scored"", min_value=1000, max_value=None),expect_column_values_to_be_between(column=""points_scored"", min_value=0, max_value=None)",0.888888888888889,0.8461538461538461,0.888888888888889,77.46487837703722
For field 'user_id': Ensure this field is required (not null) and matches the format of a unique identifier. Ensure values in (user_id) are unique.,"expect_column_values_to_not_be_null(column=""user_id""),expect_column_values_to_be_unique(column=""user_id"")","expect_column_values_to_not_be_null(column=""user_id""),expect_column_values_to_match_regex(column=""user_id"", regex=r""^[a-zA-Z0-9]{1,}$"")  # Regular expression to match alphanumeric characters of length between 1 and 255.  # Note: This regular expression assumes that the length of the user_id field is between 1 and 255. If this assumption is incorrect, please adjust the regular expression accordingly.",0.39534883720930236,0.35714285714285715,0.39534883720930236,34.0723733027814
For field 'discount_code': Ensure the field matches the type 'text'. Ensure string values in (discount_code) do not exceed 10 characters in length. Ensure this field exists.,"expect_column_to_exist(column=""discount_code""),expect_column_values_to_be_of_type(column=""discount_code"", type_=""text""),expect_column_value_lengths_to_be_between(column=""discount_code"", min_value=0, max_value=10)","expect_column_to_exist(column=""discount_code""),expect_column_values_to_be_of_type(column=""discount_code"", type_=""text""),expect_column_value_lengths_to_be_between(column=""discount_code"", min_value=0, max_value=10)",1.0,1.0,1.0,100.00000000000004
"For field 'grade': Ensure the field matches the type 'decimal'. Validate that grades are within the range [0, 100].","expect_column_values_to_be_of_type(column=""grade"", type_=""decimal""),expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100)","expect_column_values_to_be_of_type(column=""grade"", type_=""decimal""),expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100)",1.0,1.0,1.0,100.00000000000004
Ensure the `precipitation` column values are not null and fall within the range of 0 to 500 mm.,"expect_column_values_to_not_be_null(column=""precipitation""),expect_column_values_to_be_between(column=""precipitation"", min_value=0, max_value=500)","expect_column_values_to_not_be_null(column=""precipitation""),expect_column_values_to_be_between(column=""precipitation"", min_value=0, max_value=500)",1.0,1.0,1.0,100.00000000000004
"For field 'followers_count': Ensure the field exists and matches the type 'integer'. Validate that the values in (followers_count) are greater than or equal to 0 and do not exceed 1,000,000.","expect_column_to_exist(column=""followers_count""),expect_column_values_to_be_of_type(column=""followers_count"", type_=""int""),expect_column_values_to_be_between(column=""followers_count"", min_value=0, max_value=1000000)","expect_column_to_exist(column=""followers_count""),expect_column_values_to_be_of_type(column=""followers_count"", type_=""int""),expect_column_values_to_be_between(column=""followers_count"", min_value=0, max_value=1000000)  # Replace 1000000 with your desired maximum value.",0.9066666666666667,0.9041095890410958,0.9066666666666667,89.59353602882891
For field `policy_number`: Ensure values are unique and not null. Ensure the field matches the type 'string'.,"expect_column_values_to_be_unique(column=""policy_number""),expect_column_values_to_not_be_null(column=""policy_number""),expect_column_values_to_be_of_type(column=""policy_number"", type_=""string"")","expect_column_values_to_be_unique(column=""policy_number""),expect_column_values_to_not_be_null(column=""policy_number""),expect_column_values_to_be_of_type(column=""policy_number"", type_=""string"")",1.0,1.0,1.0,100.00000000000004
"For the `sensor_data` JSON column, verify that it contains valid JSON objects that include required fields: `temperature`, `humidity`, and `status`.","expect_column_values_to_be_json_parseable(column=""sensor_data""),expect_column_values_to_match_json_schema(column=""sensor_data"", schema={""type"": ""object"", ""properties"": {""temperature"": {""type"": ""number""}, ""humidity"": {""type"": ""number""}, ""status"": {""type"": ""string""}}})","expect_column_values_to_be_json_parseable(column=""sensor_data""),expect_column_values_to_match_json_schema(column=""sensor_data"", schema={""type"": ""object"", ""required"": [""temperature"", ""humidity"", ""status""], ""properties"": {""temperature"": {""type"": ""number""}, ""humidity"": {""type"": ""number""}, ""status"": {""type"": ""string""}}})  # Replace with actual column name and schema  # Note: This is just a sample expectation, you may need to customize it based on your specific requirements.",0.6947368421052631,0.6666666666666667,0.6947368421052631,68.14664868011256
"Ensure the `department` column contains only distinct values from the predefined set `['Health', 'Education', 'Transportation']`.","expect_column_values_to_be_in_set(column=""department"", value_set=['Health', 'Education', 'Transportation'])","expect_column_values_to_be_in_set(column=""department"", value_set=['Health', 'Education', 'Transportation'])",1.0,1.0,1.0,100.00000000000004
"For the `sent_time` column, ensure all datetime strings match the format '%Y-%m-%d %H:%M:%S' and can be parsed correctly.","expect_column_values_to_match_strftime_format(column=""sent_time"", strftime_format='%Y-%m-%d %H:%M:%S'),expect_column_values_to_be_dateutil_parseable(column=""sent_time"")","expect_column_values_to_match_strftime_format(column=""sent_time"", strftime_format=""%Y-%m-%d %H:%M:%S""),expect_column_values_to_be_dateutil_parseable(column=""sent_time"")  # Note: This assumes you're using the dateutil library. If not, you'll need to replace this with a suitable alternative.",0.7272727272727273,0.72,0.7272727272727273,65.99810922053899
"For the 'weather_conditions' JSON object: Validate that it contains 'description' and 'icon' keys, ensuring they comply with the defined schema.","expect_column_values_to_match_json_schema(column=""weather_conditions"", schema={""type"": ""object"", ""properties"": {""description"": {""type"": ""string""}, ""icon"": {""type"": ""string""}}, ""required"": [""description"", ""icon""]})","expect_column_values_to_exist(column=""description""),expect_column_values_to_exist(column=""icon"")  # Note: This is just a sample expectation, you may need to customize it based on your specific requirements.",0.2909090909090909,0.11320754716981131,0.2909090909090909,13.77516465678022
Ensure the `categories` field contains valid JSON arrays that adhere to the defined schema and do not have missing values.,"expect_column_values_to_be_json_parseable(column=""categories""),expect_column_values_to_match_json_schema(column=""categories"", schema=""defined_schema""),expect_column_values_to_not_be_null(column=""categories"")","expect_column_values_to_match_json_schema(column=""categories""),expect_column_values_to_not_be_null(column=""categories"")",0.7499999999999999,0.7391304347826086,0.7499999999999999,49.29650139034422
"Validate that the 'supplier_info' JSON object contains 'supplier_id' and 'contact_details', ensuring adherence to the defined schema.","expect_column_values_to_match_json_schema(column=""supplier_info"", schema={""type"": ""object"", ""properties"": {""supplier_id"": {""type"": ""string""}, ""contact_details"": {""type"": ""object""}}})","expect_column_values_to_exist(column=""supplier_info"", value_set=[""supplier_id"", ""contact_details""])",0.6111111111111112,0.41176470588235287,0.6111111111111112,24.100436727614262
"For the `project_completion_date`, confirm that it is always later than the `project_start_date`.","expect_column_pair_values_A_to_be_greater_than_B(column_A=""project_completion_date"", column_B=""project_start_date"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""project_completion_date"", column_B=""project_start_date"")",1.0,1.0,1.0,100.00000000000004
